GeneID,log2FC,p_value
100287102,0.6798103212712245,0.0005678439863373572
653635,0.697013626654357,3.165648366139473e-08
102466751,0.5342811810515022,2.2607896196885325e-06
729737,0.5131000116501898,0.00026741160985795873
102725121,0.581493171055671,0.004556172512434057
102723897,0.7113512946563603,6.097011696814404e-09
100132287,0.653551984274749,1.3253604777204082e-06
113219467,0.9588096738373295,2.026946163572663e-07
100133331,0.589945314059861,4.696261685459787e-06
100288069,-0.5785837567830407,0.011747141771597074
148398,1.1529644898599511,1.1612241636416687e-07
26155,0.6007970188134504,6.008922670933568e-05
339451,0.8455856740137238,2.531220140078641e-06
84069,0.6135412865823398,0.0023299300957010157
84808,0.5299138717270171,0.00038345578984228234
9636,0.9772389343192671,0.01316058776187135
100288175,0.6659396838797011,0.0010432019567318581
105378948,0.6776335290833821,0.0011205536398833842
54991,1.0453865330482106,1.0101217578964723e-06
8784,1.0910890272672082,1.3010174593021875e-05
7293,1.0223672330630595,1.962054197359464e-05
51150,0.5679284140344727,6.023663072366414e-07
126792,0.8267203356381332,2.4968547181035705e-07
388581,0.7237373772121922,0.0006553849390536485
101928895,0.5974939688872891,0.0038449937867015903
6339,0.9609709523366607,8.368300131737876e-05
116983,0.6343925071006176,4.293083254195699e-06
126789,1.0367992559149952,1.586624939246364e-08
54973,0.6342765260363379,6.602222082584373e-07
80772,0.7174026285682693,1.5868992966358719e-06
1855,0.8528363696524828,1.0687499868131968e-06
54587,0.6753641666526007,0.0023213731020728227
54998,0.7534403531710652,9.559348159710813e-09
148413,0.5856622498551225,7.323577430303656e-09
55052,0.6231939911939968,3.2158352276693896e-07
219293,0.6326603683624814,0.0010863148828766736
83858,0.900425164258337,7.968996694281726e-06
55210,0.9449699356681753,3.4947551634087354e-06
643988,1.609271809123427,2.1753630413270828e-08
142678,0.6979036629701705,7.22388002020005e-06
8510,0.7808938573273068,1.9294914367677614e-08
8511,0.7403340161770249,0.0015038093862612277
112268218,0.904980425610562,2.554352601378332e-10
105378949,0.6879465324855816,0.00029340371226373223
163688,0.6647810516335706,0.002878706774841971
199990,0.6785759043169941,8.453398552592927e-09
112268219,0.6094733301947608,1.1406898204862447e-05
5192,0.5622482793713015,1.0907004450607399e-07
115110,0.6334029114389921,1.5233217275725622e-07
8764,0.7917641777104674,2.1831324140215355e-10
127281,0.5469437157324917,2.4068628846265016e-05
79258,0.5008539889882782,0.00011760688423106121
105378607,-0.5552940616477589,0.04615580923744023
6146,0.5145599153753189,0.0006465684548169858
388591,0.7518748767130186,0.0018053870976815576
387509,0.5487788943997689,0.02590764286216527
83715,1.014638380597853,0.0001194467623899653
8718,1.128296752908632,9.489304168617609e-05
57449,0.9882911664727638,0.00022220678639228134
80835,-0.5224222321854799,0.004870455552289822
3104,0.604569761747932,3.920903248058882e-10
90326,0.7531471409745256,5.624738968277797e-09
110841581,0.5660625838627387,0.001606574508214615
10911,-1.0142054258468347,0.013082332683776246
50651,0.5132096512206601,0.00994944098497991
2023,0.5392855273428072,9.457160685128556e-08
112268261,0.6360107094847711,0.02663350657697127
765,0.9186589718611775,0.00486467004397812
6518,-1.0978569961238902,5.459857504508802e-05
107985734,0.6087715836312384,0.00012373533037576958
105376712,0.5399630344844335,0.0021034724592237973
105376717,0.7091238512319258,3.0402275086319663e-07
5195,0.6171605576212533,2.2001405785432587e-05
100873935,-0.7915489208785051,0.000435631176335529
26232,0.7307100595743918,0.000719212844635048
93611,0.9100385862972349,8.351052945183069e-07
10459,0.6830779685835164,2.2566140362533353e-11
57085,0.7371547348015763,2.48898537786953e-08
60672,0.8183667422765559,1.2743738127496212e-09
943,0.9300228934736117,1.0695869378752603e-07
9249,0.9819317094029927,1.2755366805588083e-05
23254,-1.0090095442639617,9.600349054557066e-06
200197,-0.9672803088701771,1.1997117963143657e-05
55092,0.8239099968262016,0.0021301549698308987
79180,0.5238838501709484,9.592936840865429e-09
23013,-0.5168808823003079,0.0018711094347106103
1969,0.5531201346064973,0.01159345476271353
128272,0.7920811190992714,1.1985137037789395e-05
79363,0.5003067885573245,0.003166758778222349
26871,0.5807159792603596,0.003944945597538736
55672,-0.592841824695987,0.00058944017874499
84809,0.5756956261315276,0.00011533570890350407
11209,0.72512287496669,0.00024396290843398452
26869,0.572548238142387,0.004230122938666433
105376805,0.5614476234194816,0.00020789517057007127
9696,0.9994955780660186,6.3737863738193675e-06
23400,0.7464787987465709,1.59575276352606e-05
55160,0.7959382483515647,0.004019418418847815
8659,0.5989261273411124,2.055541496826096e-05
8574,0.6422524050270768,1.7764075654818068e-05
644068,0.6386370768573011,6.666730801430685e-05
4681,0.8406222787166309,0.0006144194634957618
3362,1.3023984425947315,1.1582495140725745e-05
55450,0.8671186654117866,0.0010295410601383018
8672,-0.5536463494360309,0.00016980773909538736
84224,-0.5361620391362987,0.017824937039453478
401944,0.6837587838029044,0.0006060477705549269
712,0.9374190163759559,0.0003849914478905072
714,0.5879220147932305,0.03399178440116713
713,0.6766962886893122,0.01905199729860073
100996511,0.5250453599238307,0.008544823180366472
148898,0.5640109663281923,0.0007695756171936832
6920,0.8858868344987965,0.001109945763965453
3399,1.2362135923866209,4.144080403283046e-08
259283,0.8659052883325358,0.004537786474615296
6135,0.6678920682317049,9.66636436058517e-06
11313,0.7998481166337079,4.7692118458833797e-11
3155,0.6078057480176682,2.1043378435272824e-11
105376871,-0.7779693707822424,0.0018178156513391326
57822,-0.5253470085595653,0.006535861740322742
100750325,0.5861612701828971,0.007950809081407112
105376882,-0.7105684806447181,0.005081991521314618
6007,-0.7548506261372347,0.003436496036867846
57134,0.5289563888119648,0.018890182482766773
