GeneID,log2FC,p_value
107985730,-0.5169925001442311,0.006982374092678884
107985721,-0.6347733626482486,0.008196235575131479
112268260,-0.5477438104188179,0.008248803100231463
400728,-0.5877288061313868,0.006462757848672825
112267874,-0.8679237996154208,0.03154555631865488
105378948,-0.6443634812787566,0.02105850061648035
643988,-0.780036533208949,0.030627566740789577
107984872,-0.8073824762895914,0.017695640846986604
2563,-1.1775189461141355,0.037323925802971204
388585,-1.0817443859128373,0.025588484494747765
127281,-0.5468189364396014,0.018274079091664387
79258,-0.6111606033623387,0.010369906878852973
105378597,-0.6720378487941294,0.034576105352417605
440556,-0.5797367689051889,0.041205701653524655
105376686,0.9940428486979751,0.0031110365693697664
8514,-0.8358588562795237,0.03767464363859343
26038,-0.8918020345976707,0.038845843655877274
23261,-0.518182328708642,0.01655164224532003
80045,-0.5266916976028915,0.008560308915035463
106614088,-0.5883103546639843,0.015336186394177229
26829,-0.7458716315069722,0.021943456737470217
102466722,0.7446616667628209,0.009543691236693314
107984919,-0.7957758626001711,0.008941898235214116
107985467,-0.7057886157299933,0.03325791370430834
105376762,-0.7850386618248697,0.03562840063895274
114827,-1.0828431864516235,0.002156788272743047
101927417,-0.7711859197818476,0.014033769491693203
79180,-0.5957577177169835,0.031155075169785062
23207,-0.5178338573714463,0.012598360216535999
440567,-0.659068154839054,0.02481495670743429
23400,-0.5460916978629058,0.01631579391323827
5081,-0.8314801971680401,0.04765275453238194
100532736,-0.5734747152523685,0.030094759619997007
4681,-0.5822718080064195,0.03255357301360188
3362,-0.9752547642485689,0.01657305690331579
391013,-0.6718277729856914,0.0043612670872021945
127733,-0.9885294295109199,0.007928459768515675
105376825,-0.8491525764281143,0.028016859216912965
57576,-0.9826598673593692,0.013462921144363586
400745,-1.163471690268615,0.014270967599277493
249,-0.762071925274638,0.0055828524653471325
7798,-0.6368976867008946,0.028625163688362928
7780,-0.809540035107299,0.02147295515091183
6548,-0.5508389584263558,0.014958846733515963
677774,-0.5674528652566515,0.04527438405819123
3208,-0.866544484198462,0.040034982110889135
100847010,0.7954559846999831,0.016891883885604975
5453,-0.9422414307915892,0.009831521866698088
107985103,-0.8542451474405413,0.018862873316889336
105378653,-0.7404360881847403,0.03302610093289428
100500801,-0.5169925001442313,0.028651225296797304
105378655,-1.2243194506384603,0.0007816236582741895
105378654,-0.7494649210199853,0.04497682673168883
9783,-0.8476323797494754,0.04923632785856949
284716,-0.6925805752585852,0.04060347286868497
84217,-0.5832531218585348,0.02564877149296976
339539,-0.9350185980966794,0.00834750677227751
440584,-0.57368024749195,0.00499913378146979
149465,-0.9005678704627624,0.005518166482806824
6536,0.6219291507643785,0.04929384000228763
26828,-0.717014486581495,0.04338834104341175
266675,-0.8554337796605194,0.011368829795814486
1580,0.850007761801971,0.018680877665005074
260293,-0.855310525593155,0.025281455072137957
199974,-0.605050820706543,0.002485050474605808
284541,-0.665030033540309,0.01625094361004278
105378701,-0.7366452274460791,0.01385239801181497
105379778,-0.6516746380565284,0.039895828629963506
391037,-0.8285440825848858,0.022793557954044998
84871,-0.8630464119588304,0.014890496277932432
79656,-0.5073280094516219,0.011281716854842135
100874313,-0.7434883018483367,0.03581181415927807
1996,-0.8326666282063453,0.030538568281369634
105378709,-0.9976727009661333,0.006879036603637726
107984955,-0.6885471438518338,0.03671384758652031
105378732,-0.9475083096725094,0.01908010254163165
5563,-0.5138042534984972,0.046515706664023805
101926890,-0.906442034858812,0.02458379272040152
112268263,-0.9864875311688786,0.0409796913921508
105378756,-0.6796234798760907,0.014301368552857956
105378758,-0.8454077684429437,0.00858103833892927
51361,-0.6849912524147825,0.0325880041556289
105378763,-0.5735206026544297,0.008873847866723811
205,-0.5442729482081532,0.024963596603577394
200132,-1.314309432958034,0.0005869775770146662
3595,-0.6834704256735247,0.037493077301462674
1647,-0.8123739377155665,0.022926017381319684
55970,-0.5174375858508924,0.007465247321848568
101927220,-0.5723308333814104,0.007132574936392476
105378797,-0.671917266767216,0.007066172901922996
105378796,-0.8106676724447137,0.009635353790885409
105378798,-0.9838433535819799,0.005510032367352387
339468,-1.0807044657293106,0.006318111860713787
105378803,-0.5088123431709759,0.02637943692908668
127254,-0.8585199018944678,0.033785253025776396
101927320,-0.744683099660091,0.028684345711869168
204962,-0.672409583729972,0.02008961674873167
26805,-0.8059094021631745,0.022525574513601224
81849,-1.4519780121303336,0.014727599327448628
54810,-0.680877400134797,0.025516457250929294
23266,-0.8298114780529655,0.025259358489437094
103283057,-0.6523089897038346,0.027753151492731942
