GeneID,log2FC,p_value
107985721,-0.5225742202006627,0.003093727354963479
107984841,-0.5431447274262915,0.02519029348288344
107984847,-0.7718729003097984,0.004722000559110264
107984849,-0.6822996736763787,0.006046673926655187
109623456,-0.6526376171993187,0.002211046289678254
107984868,0.6543658693116958,0.0037251472715835476
219293,0.6419794905826759,0.0018754800498384456
100287898,-0.5703090610686967,0.011237140050764212
105378606,1.0375996722193852,0.002569569079054637
107984909,1.087135669975021,0.00015873948455744774
105378605,0.7636708482630747,0.008881350730208182
107984910,0.6344253474797346,0.013215436630936377
105376687,-0.8033725088281822,0.017177855461836228
100506022,-0.5586704155258388,0.010493851797284593
100873935,-0.506316036878681,0.034377135464389676
105376740,-0.6649209593559704,0.005707529990722281
102466982,0.5215040151701769,0.013832868853950265
7133,0.5936671680554628,0.017510060699254933
149563,0.6445958491999519,0.0020358333454743257
1969,0.9794364458566172,3.579082305535532e-05
128272,0.6460408298853606,0.0024676740415205387
101927876,-0.8740093528178337,0.00972548583425711
644068,0.5304355844171313,0.026294671700827058
978,0.8321235463324843,0.0035891587730249525
3399,0.5747289903331545,0.018792312540561726
864,0.8775440861205217,0.0012454469522143238
79927,0.6312132508397896,0.00934822068265381
2268,0.6470894892432169,0.0026304072413684087
64129,0.7315459823741453,0.0017894593518645613
84734,0.8903702793337223,0.0007705226449798165
3932,0.6005001415023585,0.03775446827119355
84970,-0.5748532960358941,0.011850355272754484
2701,1.1479910237229394,0.00025812404203025513
105378644,0.8062185146261678,0.004365040546285749
100861513,-0.5651955076684505,0.03595490577995661
105378646,-0.5379271388173342,0.0091531225111519
80149,0.6690924809978185,0.010069575366932787
643314,-0.8907473974939624,0.0008504579914953899
26508,0.7654249475555837,0.004442980575967161
339539,-0.6898609831766669,0.004179275176285696
94163,0.5940749703327759,0.0039260425588851094
266675,-0.6160039483472071,0.02021478327511522
100130197,-0.5424435266075829,0.017534227956511616
1580,0.8138822293947947,0.02284179051901581
1579,-0.7925892110419022,0.004726612785038492
6886,0.5507059215542434,0.005236618919067257
84793,0.8168847499947032,0.009124567285790678
105378715,-0.7315607417947325,0.012042910583640523
5865,-0.6633310316273864,0.03954674983235813
127435,0.5683355174938987,0.012650200959737849
6512,1.3402316632410631,0.0009057068033803468
105378732,-0.8488482998462326,0.009455490447194351
163747,-0.9095819697808798,0.0015759510107805675
199964,-0.7186955528704786,0.010646619512753818
100507634,-0.5237055868191622,0.009815417585209367
112267900,-0.6482556384341143,0.03018037866379155
79469,-0.9241893951802211,0.008682005804460016
101927084,-0.5581771259027573,0.020709097036299712
100422871,-0.7211549618404265,0.014864181940654727
6121,-0.8510072845127459,0.03669988863991558
102724548,-0.8499149879801795,0.0004987449787958331
100132618,-0.5428781266481941,0.017513433956477198
105378796,-0.6680860885767665,0.02004976967048199
101927320,-1.0795239519172148,0.00785755008279241
1744,-0.9154491496044388,0.0019513564782437307
64123,0.5752262804827168,0.015018124576401426
255231,-0.7114616816894501,0.016463745092166596
101927952,-0.9653139963283328,0.0028568604443055838
105378863,-0.907437020759347,0.002165981468842091
101928098,0.5620592411116208,0.025483357564664275
648740,-0.6695179457176792,0.003073311888975246
105378892,-0.5729360589014473,0.012607459097902488
83873,-0.8861860557843277,0.0018326243160391384
1435,0.629623537910863,0.007761276596421867
105378897,-1.0179647487931591,0.027017488551128913
101928995,-0.7528855732944422,0.0025213850984830205
101928977,-0.6939437043973169,0.0024997087038643867
112268235,0.6500423466464147,0.01012848765271811
105378924,-0.5457828617314904,0.04772156802177049
54855,0.5608216578466978,0.010693418093067154
6913,0.8200452384749326,0.008962620271890999
107985523,-0.6221941806885356,0.004123555088854746
100873165,-0.6750448410663052,0.004495748067536108
647121,-0.6950120747927224,0.002981281547787386
105371172,-0.5282587021734826,0.02256409280467611
105371217,-0.6428651617531613,0.005784444320671681
107985595,-0.5242255989011578,0.02147004312028427
105371312,-0.5544361443272798,0.018104881812619288
8515,0.8258434363594249,0.0004577954090972442
101928979,-0.6996029666781345,0.001627017507866967
100996756,0.825868684087447,0.0035753912206113805
105371427,-0.5347607560416128,0.0010465481315819905
149428,0.5597997116972344,0.002758995794865426
6281,0.5834141523722112,0.024654763102419475
6282,0.6839588698306844,0.014819220401715487
388697,-0.9534199931333283,0.0058142129103821525
6706,-0.6066665688461723,0.032509604073294
6283,1.5154124711612877,0.002251078701158351
6278,0.7372595785606562,0.0062994976057326735
6275,0.9374662232949937,0.0030296606734620565
5872,0.5599072904235367,0.004292598125609323
91181,0.6459610183496434,0.003350994854610505
126668,0.5486822439638219,0.013630811632123012
693140,-0.5625326306746388,0.027147973012870273
375033,0.8468007099039987,9.71819991127734e-05
768220,0.7173158246829512,0.0015198628482738549
1401,0.5982411807616536,0.022187508903671844
8407,0.5150404970345761,0.023997320098224705
100287049,-0.5953960465432404,0.007012854406709909
3310,1.4955629304394709,0.003186667629867139
3311,1.254961519567349,0.0032366456383700476
2215,0.74524010518852,0.041038462026152175
2213,0.8091571015100625,0.04417003374819575
25903,0.5483337536363928,0.02295895506500733
284680,-0.8565655966088741,0.023870223328349205
101928512,-0.5336354311460552,0.012103482180775893
2328,0.9911014298001621,9.726068193985501e-05
2326,0.6941458431316905,0.020201695302488953
462,0.9649151337054178,0.0004807894739026374
107985230,0.5114727645734518,0.04227042708545557
85397,-0.885799003660547,0.018763724977768025
5132,-0.5599199824528869,0.03636789645097305
100616345,0.5110175817305915,0.010648433540630541
3075,0.6452208114185609,0.03631233775786419
10878,0.5874249480924738,0.032354949069413254
3078,0.6369505072826254,0.02232999962552601
102466724,-0.6532914007562048,0.0018265056846850254
730227,-0.6767019575476321,0.016099681272998573
5549,0.8627741635621131,0.0004691254500240989
127845,-0.6129444112350022,0.01994630264723199
93273,-0.5736333046396473,0.038015053550811036
9214,0.5261295527246097,0.02605028897724216
407026,0.5861164456634258,0.010343360818299317
407025,0.5862148560594069,0.02683171530674193
107985254,-0.8709365518264878,0.00798858329567205
105372891,-0.7643840878597066,0.007690458964596494
50486,1.150025909000239,2.5917147769428285e-05
105748977,1.1058119392145578,0.0029597362696030293
101929565,0.5933752503660594,0.022667890773603948
100505832,-0.5070958908246483,0.010704356298079419
103611157,0.5161140526493515,0.03205585520499746
105373475,-0.5936005170341296,0.007273034447557942
6791,0.6406025003847993,0.007609396533001089
105372956,-0.650412254266417,0.0022349759516690757
102724046,1.3436108643282783,0.0019188991333497292
107985323,1.1325126111328148,0.005982969665618938
7100,0.8262811882281547,0.0008131205528174284
105373106,-0.5291808035612235,0.039778779981292
105373116,0.5541346772108589,0.04480813802724956
105379282,-0.5824584153134484,0.012097928550335566
105373122,-0.5943782007246878,0.04004367937669846
105373289,-0.8065657291503445,0.010903320198653001
100506571,-0.5261057843129877,0.0165793611007103
105373159,-0.5579947162134617,0.01652007417752278
440730,-0.5228199897012757,0.013366691349613675
645339,0.6885626785556502,0.0012165703951428498
105373196,0.5116560700483658,0.021516456386404665
54627,-0.6661998790859593,0.02423724555056474
6894,-0.7922598567860248,0.00173236116237996
